Topic,Word,Tweets
8,coming,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/7mYlypNthD"
8,coming,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/QRozUVz9Hz"
8,coming,1/ We will limit our tweets about upcoming scam projects because we would otherwise be sending out tweets every minute. We just follow up on Bapes(Clan) as that is a project with doxed people and as such is quite unusual.
8,coming,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/cLxD3qwCVL"
8,coming,"Upcoming 2022/2023 /2024 will shock the world for my #NFTs Collection.

Check it here, Never seen before NFTs. Trust me.
it will blow your mind.
#NFTCommunity 
#NFTartist 
#NFT 
#Bitcoin 
#BTC 
#cryptocurrecy
https://t.co/4iKBofMUzK"
8,want,"GM Changemakers! ✨

We woke up to mentor applications &amp; folks wanting to contribute to our mission of creating more diverse leaders! 

So grateful for @RugRadio, @flynnkristina and @jessesoleil for sharing their platform &amp; connecting us with our people! 🤝

Let’s #TakeUpSpace https://t.co/gdQnOb7J7g"
8,want,"Btw, I'd strongly recommend learning to use @flipsfinance. We're gonna put out some tutorials on it soon but I would really really recommend getting proficient at it; trust me you'll want to!"
8,want,"9/ The Daily Mail didn’t publish anything about the restraining order because of that, so if you ever wonder why all these billionaires want to buy media companies (Forbes, Times Magazine, Washington Post, etc.), you now know the answer. https://t.co/m6Q5OgHQs7 https://t.co/Dqlo1CAFuI"
8,want,"5/ We have often compared this to spam email. How can you assess whether spam emails are truly spam? Do you have to fly to country XYZ to check if the person exists and has a bank account with $10 million USD that they want to share with you?
https://t.co/sIjFlpY4vc"
8,want,"17/ That is of course not the case – these founders that earn tens, if not hundreds of millions of dollars with all these scam mints want to remain anonymous for obvious reasons. And they have sufficient funds to make that possible."
9,devs,"5. That analogy can be transposed to NFTs. If punks or apes go lower, I'm fine holding and actually likely to buy more. I trust the devs. When XYZ pump project goes lower in a bear mkt I'm literally fucked, because I probably won't even be able to sell it and it'll feel rly shit."
9,devs,"5. That analogy can be transposed to NFTs. If punks or apes go lower, I'm fine holding and actually likely to buy more. I trust the devs. When XYZ pump project goes lower in a bear mkt I'm literally fucked, because I probably won't even be able to sell it and it'll feel rly shit."
9,devs,"8/ The two devs of BAYC, Kerem Atalay and Zeshan Ali, both graduated from the University of Maryland (Computer, Mathematical, and Natural Sciences), but apart from that, we have not been able to find much more about them. https://t.co/3UxSyU0Frn"
9,devs,"5. That analogy can be transposed to NFTs. If punks or apes go lower, I'm fine holding and actually likely to buy more. I trust the devs. When XYZ pump project goes lower in a bear mkt I'm literally fucked, because I probably won't even be able to sell it and it'll feel rly shit."
9,devs,"8/ The two devs of BAYC, Kerem Atalay and Zeshan Ali, both graduated from the University of Maryland (Computer, Mathematical, and Natural Sciences), but apart from that, we have not been able to find much more about them. https://t.co/3UxSyU0Frn"
9,industry,"""The top 27 most expensive recorded sales across the whole NFT industry in January, totalling $1.3 billion, came from just two wallets transacting on LooksRare, while the top 100 sales, worth $2.3 billion, came from 16 wallets trading on the platform."" https://t.co/C1errwsJz3"
9,industry,"1/ For some background of our last short thread about the meeting between Chris Dixon (a16z) and SEC Chairman Clayton who instructed Dixon to get together with select industry players and submit a proposal of how the SEC should proceed with digital assets
https://t.co/rDQcxCJl61"
9,industry,"1/ For some background of our last short thread about the meeting between Chris Dixon (a16z) and SEC Chairman Clayton who instructed Dixon to get together with select industry players and submit a proposal of how the SEC should proceed with digital assets
https://t.co/rDQcxCJl61"
9,industry,"1/ For some background of our last short thread about the meeting between Chris Dixon (a16z) and SEC Chairman Clayton who instructed Dixon to get together with select industry players and submit a proposal of how the SEC should proceed with digital assets
https://t.co/rDQcxCJl61"
9,industry,"1/ For some background of our last short thread about the meeting between Chris Dixon (a16z) and SEC Chairman Clayton who instructed Dixon to get together with select industry players and submit a proposal of how the SEC should proceed with digital assets
https://t.co/rDQcxCJl61"
9,utility,"The result? Every single TUS community member (or as we call them, Changemakers) is empowered to create change and become a leader in web3 and beyond. ✊🏼✊🏽✊🏾✊🏿

The utility is becoming the BEST version of yourself. 

Alongside the most diverse &amp; inclusive community in web3."
9,utility,"The result? Every single TUS community member (or as we call them, Changemakers) is empowered to create change and become a leader in web3 and beyond. ✊🏼✊🏽✊🏾✊🏿

The utility is becoming the BEST version of yourself. 

Alongside the most diverse &amp; inclusive community in web3."
9,utility,"Gm #NFTCommunity!
Instead of making diversity, inclusion and accessibility a utility, let's make it norm.

#UnikGals #fashion #Metaverse #diversity #Inclusion"
9,utility,"The result? Every single TUS community member (or as we call them, Changemakers) is empowered to create change and become a leader in web3 and beyond. ✊🏼✊🏽✊🏾✊🏿

The utility is becoming the BEST version of yourself. 

Alongside the most diverse &amp; inclusive community in web3."
9,utility,"Immerse yourself in our expanding world, rich in stories, inclusivity, diversity and utility! 🦕🦖

Minting the #NFT is just the start…👇
🔗 https://t.co/MhGyUSfkpv

#nfts #NFTCommunity #OpenSeaNFT #NFTCollector https://t.co/rXabfMHI7V"
9,marketplace,Congratulations 🎉 to our strategic #partner 🤝 @PolkaCity for the #newlisting on @kucoincom this is going to be huge! 🤙 Look forward to seeing $TRUST on their one day soon. 🤞🚀 #nftmarketplace #PolkaCity #kucoin #BinanceSmartChain #NFTs #Metaverse
9,marketplace,"18/ On the list is also Jason Galvanis, CEO of CAMEO, a company that a16z seems to have missed out on but did include in their marketplace 100. Snoop Dogg (real name: Calvin Cordozar Broadus Jr.) backs this venture and he is also an investor in Yuga Labs. https://t.co/josXgmVOiu"
9,marketplace,"7/ The TRUSTH score associated with your wallet and listed on every NFT marketplace will become more important than anything, and people buying NFTs from wallets with a low TRUSTH score will see their own score immediately decrease significantly."
9,marketplace,Congratulations 🎉 to our strategic #partner 🤝 @PolkaCity for the #newlisting on @kucoincom this is going to be huge! 🤙 Look forward to seeing $TRUST on their one day soon. 🤞🚀 #nftmarketplace #PolkaCity #kucoin #BinanceSmartChain #NFTs #Metaverse
9,marketplace,Congratulations 🎉 to our strategic #partner 🤝 @PolkaCity for the #newlisting on @kucoincom this is going to be huge! 🤙 Look forward to seeing $TRUST on their one day soon. 🤞🚀 #nftmarketplace #PolkaCity #kucoin #BinanceSmartChain #NFTs #Metaverse
9,fully,"4/ All these people are in some way connected and/or use the same tactics. Take @andytreys_, who we called out earlier, and read the attachments carefully and you will see exactly the same pattern. https://t.co/FoE1degttW"
9,fully,2/ Of course Mark Cuban said that he didn’t know about it (many billionaires are immoral hypocrites that pretend to be blissfully “ignorant” about unethical aspects of their own companies). See @coffeezilla’s short video for more background: https://t.co/klVDF5XWUz https://t.co/H6BCpyVISM
9,fully,"25/ This thread serves as some background for the upcoming thread(s) about VCs. As so often cynical people who exactly know how the world works are (ab)using naive and good-hearted people (teenagers, artists, etc) who are (blissfully) ignorant for their own benefit and agendas."
9,fully,2/ Of course Mark Cuban said that he didn’t know about it (many billionaires are immoral hypocrites that pretend to be blissfully “ignorant” about unethical aspects of their own companies). See @coffeezilla’s short video for more background: https://t.co/klVDF5XWUz https://t.co/H6BCpyVISM
9,fully,"1/ Recently we mentioned about the connection between CerealClub and HolyCows, a project that used to be a rug, but is now under fully new ownership.

We can now reveal that HolyCows has received $200.000 USD and signed an NDA to keep this confidential.

https://t.co/i25LiXAaIq"
9,music,"NEW ARTIST Welcome to the #TrustVibes Family, Singer &amp; Composer @EuCaioCortez 🎶. Last year Caio's music was streamed over 31K times to 18.4K Listeners on @spotifyartists. We look forward to helping him build his community in the #TrustVerse. 🚀🤙#BinanceSmartChain $TRUST #NFTs https://t.co/cj9P3CiaF0"
9,music,There was a time when everyone in the Web3/crypto/NFT space was supporting each other with a common goal to make this tech more mainstream. But now our paths are diverging and we are all playing musical chairs. It's a beautiful interplay between human cooperation and competition.
9,music,"NEW ARTIST Welcome to the #TrustVibes Family, Singer &amp; Composer @EuCaioCortez 🎶. Last year Caio's music was streamed over 31K times to 18.4K Listeners on @spotifyartists. We look forward to helping him build his community in the #TrustVerse. 🚀🤙#BinanceSmartChain $TRUST #NFTs https://t.co/cj9P3CiaF0"
9,music,"NEW ARTIST Welcome to the #TrustVibes Family, Singer &amp; Composer @EuCaioCortez 🎶. Last year Caio's music was streamed over 31K times to 18.4K Listeners on @spotifyartists. We look forward to helping him build his community in the #TrustVerse. 🚀🤙#BinanceSmartChain $TRUST #NFTs https://t.co/cj9P3CiaF0"
9,music,There was a time when everyone in the Web3/crypto/NFT space was supporting each other with a common goal to make this tech more mainstream. But now our paths are diverging and we are all playing musical chairs. It's a beautiful interplay between human cooperation and competition.
9,holder,"🚀 💗 Ive teamed up with @CryptoNeonGirls for a collaboration that’s out of this world!👽

All Neon Girl holders will be entered to win a custom Diverse Metaverse 1/1

All Galaxy Girlz holders will be entered to win a custom Neon Girl 🌙 #nft #NFTGiveaway #nftdrop details below https://t.co/qfHKHthyjg"
9,holder,"Have the best of both worlds🚀
DIVERSE METAVERSE 1/1 NFTs - https://t.co/owlls3wuT4
GALAXY GIRLZ Collection inc perks for NFT holders - https://t.co/XUP1bOoBp2
#WomenInNFTs #NFTCommunity #OpenSeaNFT #NFTdrop https://t.co/5Wdemreo7A"
9,holder,"@jpegenthusiast_ We already know who you are, so what is the benefit (for you or the holders) of releasing this information in a few days instead of now?"
9,holder,"❓❓❓ What solutions does Trust Vibes offer? 

✔ TrustVibes uses a DAO system of governance. All decisions are made by the #TRUST token holders in a decentralized manner, depending on the number of votes.

👉 Visit to know more👇 

✔ Website: https://t.co/AZIRWio4jj https://t.co/QpHO5Oks30"
9,holder,"@0xQuit Many people are often not able to predict in advance which projects are ""going to help us build"", certainly not when the founders are undoxxed. Less or no money upfront means less incentive to scam, and almost no liquidity drain. Now it's 0% risk for founders, 100% for holders."
9,nft,"1/1 NFT DROP: Eye need space 👽

sometimes it's good to just switch off the world and take some time to recharge 👽

1/1 listed in the DIVERSE METAVERSE https://t.co/6SvJndXHxR

#WomenInNFTs  #NFTdrop #nftcommunity #NFTs https://t.co/vB4xkH18O1"
9,nft,"I love my space 🌛  1/1 NFT listed in the DIVERSE METAVERSE collection... https://t.co/ShlF5dkLXm

#WomeninNFTs #alien  #NFTs #NFTCommunity  #opensea #WomeninNFT #spacenft https://t.co/wfUYTNUvQy"
9,nft,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️104
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT #opensea
#NFTCollection #NFTCommunity https://t.co/fwUYZB0Pqx via @opensea"
9,nft,"Check out one our favourite 1/1 artists @afrochicksnft - new drop out now! 

Naomi art celebrates Black women’s natural hair in a joyful, colourful &amp; soulful way. 

Diverse artists 🤝 telling stories via NFTs"
9,nft,"Hard work. Dedication. Consistency. Inclusivity. Diversity. Trust. Transparency. Accountability. Innovation. Fun. Dinosaurs. Pixels.

No, that’s not our seed phrase, but the core values behind PixelSaurus™ ✊🦖

Join the story👇
🔗 https://t.co/AibesNd3lH

#nft #nfts #rawr https://t.co/UM1V2f6WP3"
9,transparent,"A lot of what goes into the building an #NFTproject is unsaid and behind the scenes. 

But at Take Up Space we don’t believe in gatekeeping. 

Here’s a bit more of a transparent look at what week 3 in web3 looked like for us. [THREAD] 🧵👇🏽"
9,transparent,2/ We provided some info about a good person in the NFT space who is fully doxed and has been fully transparent. And still there was a little skeleton in the closet (not the drugs). You can imagine the graveyards that are hiding behind those that are not doxed and non-transparent
9,transparent,"1/ It’s sad to see that the Russian people have so long been represented by leaders that have reflected everything that Web3 doesn’t stand for: repression of (political) opponents, censoring and suppression of the free press and lack of free, fair and transparent elections."
9,transparent,"It takes a lot to build an #NFTproject. Most of it happens behind the scenes.

When TUS was born 4 weeks ago, we made a conscious decision to build in public and be transparent.

Introducing our🤠WEEKLY ROUND-UP🤠👇🏻🧵

#communitybuilding #queerlednft #womenincrypto #nfts"
9,transparent,"Artists being able to verify the origins of their work in a transparent way, and buyers being able to see that verification - Yey"
9,platform,"Many of these so-called ""influencers"" that pretend to like Web3 often don't seem to like the transparency which is one of its key characteristics and they love deleting tweets and blocking people. They therefore like all the Web2 platforms that allow them to do that. The irony."
9,platform,"CONTROL YOUR OWN COMMUNITY 
🔶Creators are in-charge of their communities as opposed to the platform
🔶Creators can set their own rules &amp; create their own culture within their circles
#TrustVibes is the Creator #Ecosystem, Built for Tomorrow. $TRUST https://t.co/p5R8F8lS7q 🔥 https://t.co/RyKcwrOmnx"
9,platform,Ok so transparency is good. Providing platform to someone to use sexist and ableist slurs ain’t it. Tuning out.
9,platform,"1/ A quick update on MontanaBlack who in actual fact seems to have &gt;20 million followers on all kinds of platforms. The story shows how many of these scam rings operate. There is always someone in the background doing the ""dirty"" work functioning as the intermediary and fall guy. https://t.co/SVtpeby664"
9,platform,"1/ An interesting story on Squiggles and how one of the largest German social media influencers (&gt;8 million followers across all platforms) was involved. He just ""apologized"" for promoting this scam by three voice tweets. Writing it would probably do more reputational damage. https://t.co/25yQK8cUJf"
10,new,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️075
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto  https://t.co/TloPQRHwGc via @opensea"
10,new,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️081
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT #ArtistOnTwitter
#NFTCollection #NFTCommunity https://t.co/iN7Gj4GdZ5 via @opensea"
10,new,"For those who don't know about the dubious history of the account NFTmachine. He blocked us immediately for a reason, even though we never reported about him. He probably knew we would however at some point do that.

All credits to @0xShual.

https://t.co/hgslGAOXAb https://t.co/Qjb4Fl23KM"
10,new,"Rick and Morty opening a new dimension🛸 1/1 NFT listed in the DIVERSE METAVERSE collection on opensea ⚡️

https://t.co/zoN5vqFvqe

#WomeninNFTs #galaxynft #NFTs #NFTCommunity    #Metaverse #scifiart #RickandMorty https://t.co/5sAQDnrY9K"
10,new,"Gn Friends
I Repost for new followers
#TheGuardianMuses ❤️103
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT #opensea
#NFTCollection #NFTCommunity https://t.co/A75TNaoTGz via @opensea"
10,price,"For those that are new. The floor price normally goes up after minting, and continues to remain above minting price until the reveal. After that it can quickly go down below mint price. That's why many ""scam projects"" delay the reveal. HypeBears was able to get &gt;$1M today via OS."
10,price,"PixelSaurus is an #NFT collection for the whole family to collect. Our fun, non-generative designs are diverse and inclusive and our 2 collections are priced from just 0.02 &amp; 0.03 ETH, to make them accessible. We’re also verified on @opensea! #NFTs 

🦕🦖 https://t.co/9gDe9ggcs5 https://t.co/bNzyyIwtJc"
10,price,"We said it before, but for people new(ish) to the space, there is simply no justification to ask millions upfront by undoxxed, unproven teams with nothing than some fancy JPEGs and fake influencers promoting it.

Mint price for many past projects was &lt;0.1

https://t.co/qVE9dmGOSk"
10,price,"1/ We received quite a lot of requests to look at @metamansionsnft, which is minting later this week. The mint price alone (0.88 ETH) is already a red flag, but there are many more. They are doing a “giveaway” of 888 ETH (10% of the mint profit) but only when it sells out AND…"
10,price,"The behavior of @elonmusk is similar to many Web3 influencers. First FUDing Twitter by suggesting things are wrong and he might create a new social media platform. He creates leverage &amp; buys the dip. Stock price goes up &amp; he can use the platform to shill.
https://t.co/S480vCYNk8"
10,believe,4/ We have heard various people say that this is simply the “dark side of decentralization” and it’s just “part of the game”. But we believe that might well be a logical fallacy. Let’s give some examples.
10,believe,Many scam projects have the same mod teams active on all their Discords. They are part of the team and in most cases (e.g. HypeBears) received free mints. It's interesting to see that they generally all immediately flipped these on OS: that's how much they believe in the project. https://t.co/OLF6KouaQb
10,believe,"17/ The so called “big lie” is a tactic that Beanie frequently uses: ""a lie so colossal that no one would believe that someone could have the impudence to distort the truth so infamously"". Anyone who doubted his words, was actively banned by him and his team. https://t.co/54BPxX9EB6"
10,believe,1/ We are going to drop a nuclear bomb on @MetaMansionsNFT and this one is pretty wild. We have heard via a reliable source that the entire team went to Dubai to get UAE citizenship and avoid Canadian income tax. We believe this allegation to be credible. Why?
10,believe,@0xNFTCritic I believe we do that every day. When we support any large company do we really know where our money is going? Is there a transparent supply chain or money trail? Often no. It’s a similar thing imo
10,mint,"2/ Via the OpenSea link below, you can see a select group of about 40 people that received “NFTs minted by Party Round for Yuga Labs investors to celebrate their investments”. We confirmed that these are genuine (seed) investors. https://t.co/phDWGuGilG"
10,mint,"Is that a PixelSaurus we see on the OFFICIAL @SanDiegoNFTCon banner? YES!!! 🤩🦕🦖

💥 Over 60% minted!
💥 Diverse &amp; inclusive!
💥 VERIFIED #OpenSea account!

Mint YOUR PixelSaurs whilst we still have some available!👇
🔗 https://t.co/MhGyUSfkpv

#nft #nfts #MintASaurus https://t.co/lYpRhpZ1Ic"
10,mint,"2/ When will the risks be shifted from the holders/minters to the founders? When will ""free mints"" become the norm, and the founders will have to work in order to get the sales royalties coming in? This is a constant liquidity drain and not sustainable for the NFT ecosystem."
10,mint,"We simply have to all agree that we don’t mint any project with mint prices &gt;0.1 (ideally lower). It will disincentive scammers to go for cash grabs, will keep more liquidity in the NFT/ETH ecosystem and will create more innovation in this space (e.g. performance-based contracts)"
10,mint,"The project @DeluxeGoat is 99.9% a scam (also minting today). Founders have 0 and 1 post on IG. They paid for Google ads, and one of the founders could well be the same one as the one from ""Immortal Apes"" as he writes gas both times in an unusual (and incorrect) way. Gass what? https://t.co/RamDHzBDxe"
10,invest,"We wonder if the two @LooksRareNFT founders, Guts and @ZoddLooksRare, would be willing to give some clarification on why they seem to use a Chinese proxy for their company filings in the UK and Canada. And whether all the influencer investors in LooksRare know their identities. https://t.co/IxUePOH66f"
10,invest,44/ With an illegal ICO they raised around 2000 Bitcoin (estimated to be between $22 and $34 million dollars) and almost none of the investors saw that money back. The TPAY coin value shows a similar curve as the one from $BGLD. The value dropped from $10.88 USD to $0.05. https://t.co/32If7ANxYr
10,invest,2/ In MontanaBlack's case that is the below person with &gt;150k followers on Twitter. This whole thread is courtesy to @shinraton who reported this in German. He also shared the DM's of this person who is looking for projects that he and MontanaBlack can invest in (see screenshots) https://t.co/0VRoUUAJlm
10,invest,"The NFT space basically consists of two worlds: 

1. Experienced investors that use Twitter/reputable contacts for their info. 
2. Inexperienced naifs that get their info from paid shills at Instagram.

They never talk about or even mention the same projects."
10,invest,"18/ On the list is also Jason Galvanis, CEO of CAMEO, a company that a16z seems to have missed out on but did include in their marketplace 100. Snoop Dogg (real name: Calvin Cordozar Broadus Jr.) backs this venture and he is also an investor in Yuga Labs. https://t.co/josXgmVOiu"
10,floor,"0.09 floor on OpenSea! 📈🦕🦖🌋
Just 0.05 to mint... (266 still available)👇
🔗 https://t.co/AibesNcvw9

💎 Diverse &amp; inclusive!
💎 Family friendly!
💎 Safe &amp; secure minting!
💎 Active on Twitter Spaces &amp; Discord!
💎 VERIFIED #OpenSeaNFT account!

#nft #nfts #dinofam #pixelsaurus https://t.co/z7j8RALjaN"
10,floor,"0.09 floor on OpenSea! 📈🦕🦖🌋
Just 0.05 to mint... (266 still available)👇
🔗 https://t.co/AibesNcvw9

💎 Diverse &amp; inclusive!
💎 Family friendly!
💎 Safe &amp; secure minting!
💎 Active on Twitter Spaces &amp; Discord!
💎 VERIFIED #OpenSeaNFT account!

#nft #nfts #dinofam #pixelsaurus https://t.co/z7j8RALjaN"
10,floor,"2/ Some mentioned that we should check the purchases of proof collective, as many wallets only contains the proof collection and the floor is now 88 ETH. Wash trading is so common in so many projects these days that it's not even noteworthy anymore. https://t.co/zgVpXsxzNC"
10,floor,"Mint your PixelSaurus! 0.05 ETH + LOW GAS fees!
🔗 https://t.co/ZOGHhWQ2eV 🦕🦖

💎 Fun, family friendly, diverse &amp; inclusive #NFTs!
💎 Innovative 'choose up to 3 traits' Utility!
💎 Safe &amp; secure minting!
💎 75% already minted!
💎 #OpenSea floor = 0.08!! 🔥🔥🔥

#nft #OpenSeaNFT https://t.co/enxZbP7qJO"
10,floor,"Mint your PixelSaurus! 0.05 ETH + LOW GAS fees!
🔗 https://t.co/ZOGHhWQ2eV 🦕🦖

💎 Fun, family friendly, diverse &amp; inclusive #NFTs!
💎 Innovative 'choose up to 3 traits' Utility!
💎 Safe &amp; secure minting!
💎 75% already minted!
💎 #OpenSea floor = 0.08!! 🔥🔥🔥

#nft #OpenSeaNFT https://t.co/enxZbP7qJO"
10,trust,"Scammers are out in full force today. Quadruple check every link. Don’t trust ANYONE, not even your wife. Don’t look anyone in the eye. Be vigilant at all times. Question everything. Protect yourself."
10,trust,"Welp, trust me to have the ""rekt city"" auction end on terrible day for the market.

Current bid is 16.5ETH, ends at 5PM EST today!"
10,trust,"10/ He invested in NBA Top Shot because “there's a trust authority behind these collectibles which makes it feel safer for me to invest in them."" Funny that he didn’t think that that would also apply to the “investors” in his previously abandoned projects. https://t.co/zCKpsfwaJJ"
10,trust,"Btw, I'd strongly recommend learning to use @flipsfinance. We're gonna put out some tutorials on it soon but I would really really recommend getting proficient at it; trust me you'll want to!"
10,trust,"TRUSTVIBES SOCIAL
Create your circle, Mint #NFTs, Build hype, and Plan community events for all your #NFT needs... 🎉
""It's time to create strong bonds with your fans.""
Learn more at https://t.co/p5R8F8DsYY
#trustvibes  $TRUST #BinanceSmartChain https://t.co/wEVw8RF3q2"
10,project,"3/ Doctor Troller (AKA Andrew Brown) was the founder of a project called @CrocsLeague, which was a complete rug pull. The website from Crocs does not show the team anymore, but the Way Back Machine still shows the team. It also shows Asha Serano, his partner (in crime). https://t.co/jxja8Nc0p6"
10,project,"We appreciate the fact that @bapesclan published the whole doxxed team on their webpage. It makes it much easier to do a bit of background checking (which saves us a lot of time), and we will certainly find much more about this project before minting.

https://t.co/22ZIUxgO4H https://t.co/BFMwANNzx7"
10,project,"2/ It remains strange to us that many that are planning to spend 0.5 ETH on any project, don’t seem to do any research at all. If someone on the street asks you to give him/her $1300 USD as an investment into something, wouldn’t you do any proper due diligence?"
10,project,"If you are new to the NFT space, our advice would be not to mint ANY project for the coming 2 weeks. We have indications that the same scam team created many projects each day, and they only have a limited time window before they are found out. That's why they delay the ""reveal""."
10,project,There’s a community within the larger NFT community of project founders giving each other moral support and guidance behind the scenes and I honestly don’t know how I would do this without those people. 💖
10,transparency,"23/ Scalar Capital is also an investor in Dfinity, which is the former employer of Whizwang (Elizabeth Yang), and Twitter shows that the 2 know each other. Whizwang deleted many tweets (for transparency purposes probably) but did mention that she was part of the zunks team. https://t.co/Hre7maeY1f"
10,transparency,"Let’s discuss pay transparency in web3! Join our co-founder and brilliant panel on compensation, perks and how not to get rugged💸

Set those reminders:  https://t.co/Xg5bjPuK98 https://t.co/1eNzRzbYNH"
10,transparency,"@CoachP1421 @MetaKryptVault Just to let you know that we have also been blocked by this person, even though we had never heard of this account before (and never reported about them). Maybe Twitter needs to consider adding an option that shows by which persons we have all been blocked (for transparency). https://t.co/SHJPIonToy"
10,transparency,"❓❓❓ What problems does TrustVibes solve? 

✔ Creators do not receive fair rewards for work. 
✔ Distribution of rewards for authors is not transparent. 
✔ NFT is a great opportunity, thanks to transparency of blockchain, to record your work in blockchain and get income. https://t.co/9W1GwBla9X"
10,transparency,"❓❓❓ What problems does TrustVibes solve? 

✔ Creators do not receive fair rewards for work. 
✔ Distribution of rewards for authors is not transparent. 
✔ NFT is a great opportunity, thanks to transparency of blockchain, to record your work in blockchain and get income. https://t.co/9W1GwBla9X"
10,nft,"NFT DROP 🔥 I was done with Earth, the aliens would accept me in the end

DIVERSE METAVERSE ❤️‍🔥 1/1 NFTS 👽

https://t.co/Kf9xqSkhc5

#WomeninNFTs #NFTs #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #Aliennft https://t.co/0orEMk2qGn"
10,nft,"👽 DIVERSE METAVERSE NFT DROP !!! 👽
 
Art is in my DNA 1/1 piece listed on 
@opensea

✍️ 0.02Eth #PolygonNFTs 

🔗 https://t.co/J0iNA6h00T

#WomenInNFTs #NFTCommunity #OpenSeaNFT #NFTdrop #NFTCollection #nftperks https://t.co/cgABiQbuzT"
10,nft,"Some more projects working to create a more diverse and equitable web3:

@BlackCollegeNFT
@DeafHandzNFT 
@HoneyBadgesNFT 
@MMonstersClub 
@ohnahjinft 
@MadJellyNFT"
10,nft,"GN #TheGuardianMuses
Digital painting #NFT PROJECT
More💯 #models on #opensea 
Proud to promote Diversity🙌

#NFTs #nftart #nftcollector #art #artist @opensea #OpenSeaNFT
#NFTCollection #NFTCommunity #WomeninNFTs #WomenInCrypto
https://t.co/QiH3XoZEMn https://t.co/Q7V8TmU0fF"
10,nft,"We have just 266 PixelSaurus Tri mints left! 🦕🦖
739/1005 already minted!🌋

Mint Price: 0.05 ETH (gas-saver contract)
OpenSea Floor: 0.08 ETH 😉📈

💎 Fun. Diverse. Inclusive. Committed.

Mint your PixelSaurs!👇
🔗 https://t.co/AibesNcvw9

#nft #nfts #rawr #RAWRsome #OpenSeaNFT https://t.co/bL4ePds09T"
11,open,"NFT DROP ❤️‍🔥 My first alien autopsy💉👽

listed in the Diverse Metaverse on @opensea

💚 0.015 $ETH Polygon 

https://t.co/y9FFCNpJq1

#WomenInNFTs #NFTProject #NFTCommunity #NFTs #alienart https://t.co/Kh6Sm1ihP8"
11,open,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️079
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT #ArtistOnTwitter
#NFTCollection #NFTCommunity https://t.co/GBILTduM2M via @opensea"
11,open,"PixelSaurus! The fun, collectible, investible #NFT collection featuring diverse Dinosaurs. Representation and inclusivity is at the heart of what we do, and whether you keep or trade your PixelSaur, you become part of the story. https://t.co/jk61Izkks4 #OpenSeaNFT @opensea 🦕"
11,open,"Gm Friends
I Repost for new followers
#TheGuardianMuses ❤️080
Proud to promote Diversity🙌

#NFT #NFTs #nftart #nftcollector #art #artist  #OpenSeaNFT #ArtistOnTwitter
#NFTCollection #NFTCommunity https://t.co/kD80IRzI5o via @opensea"
11,open,"A big thank you to the new owner of this 1/1 NFT I need coffee and space listed in the DIVERSE METAVERSE collection... 🙏🌛 again, no social media links so cant thank you personally YET! 👽

#WomeninNFTs #alien  #NFTs #NFTCommunity  #opensea #WomeninNFT #spacenft https://t.co/yAE7imOjVB"
11,mint,"10/ We see messages about ""diversity"", but they probably do not realize that if you take out such a big amount of ETH out of the NFT ecosystem with a $100m mint, you are actually making this space less diverse. https://t.co/m9J3mxeJEn"
11,mint,"@PeNatalie Hi! We’re Take Up Space, a global collective that helps to unlock your inner Changemaker. 

At 0.08ETH, a Changemaker NFT is a lifetime membership to curriculum-based leadership training, mentors &amp; the most diverse &amp; inclusive community in web3. 10% of mint goes to BIPOC LGBTQ🏳️‍🌈 https://t.co/naffeCAEyi"
11,mint,"@BamAlegre_ We specifically mentioned that people that are new to the NFT space shouldn't mint any project, because they won't be able to make a proper distinction between legit and scam projects. Sometimes it's better to be safe than sorry."
11,mint,"@RevMacLive We using 10% of mint to support BIPOC LGBTQ+ folks, providing grants for wellbeing needs, startup funding &amp; more. Holders also access diverse leadership training.

We also recommend you check out @HoneyBadgesNFT, pioneering philanthropy to fund change-makers across the globe."
